#  aims_uuid : 9E77B350-B48A-4CBA-A44E-A8089FE5A8A9                                
#  angular momentum projected density of states for species Cu as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.705409 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -31.61425590        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.60425465        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.59425340        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.58425215        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.57425090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.56424965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.55424840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.54424715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.53424590        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.52424465        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.51424340        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.50424215        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.49424090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.48423965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.47423840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.46423715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.45423590        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.44423465        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.43423340        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.42423215        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.41423090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.40422965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.39422840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.38422715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
